variable_code,variable_name,unit,method,variable_type,variable_subtype,R_display,valence,flux_convertible,molecule,notes,val_min,val_max
MH_Na,Moss: Hygrohypnum: Sodium,%,Dry weight before and after 550C muffle,bio,Other,expression(UNKNOWN),NA,0,NA,From Arctic LTER,0,NA
MH_P,Moss: Hygrohypnum: Phosphorus,%,Dry weight before and after 550C muffle,bio,Other,expression(UNKNOWN),NA,0,NA,From Arctic LTER,0,NA
MH_S,Moss: Hygrohypnum: Sulfur,%,Dry weight before and after 550C muffle,bio,Other,expression(UNKNOWN),NA,0,NA,From Arctic LTER,0,NA
MH_Zn,Moss: Hygrohypnum: Zinc,%,Dry weight before and after 550C muffle,bio,Other,expression(UNKNOWN),NA,0,NA,From Arctic LTER,0,NA
ML_Al,Moss: Lemanea: Aluminum,%,Dry weight before and after 550C muffle,bio,Other,expression(UNKNOWN),NA,0,NA,From Arctic LTER,0,NA
ML_B,Moss: Lemanea: Boron,%,Dry weight before and after 550C muffle,bio,Other,expression(UNKNOWN),NA,0,NA,From Arctic LTER,0,NA
ML_C,Moss: Lemanea: Carbon,%,Dry weight before and after 550C muffle,bio,Other,expression(UNKNOWN),NA,0,NA,From Arctic LTER,0,NA
ML_Ca,Moss: Lemanea: Calcium,%,Dry weight before and after 550C muffle,bio,Other,expression(UNKNOWN),NA,0,NA,From Arctic LTER,0,NA
ML_Cu,Moss: Lemanea: Copper,%,Dry weight before and after 550C muffle,bio,Other,expression(UNKNOWN),NA,0,NA,From Arctic LTER,0,NA
ML_Fe,Moss: Lemanea: Iron,%,Dry weight before and after 550C muffle,bio,Other,expression(UNKNOWN),NA,0,NA,From Arctic LTER,0,NA
ML_K,Moss: Lemanea: Potassium,%,Dry weight before and after 550C muffle,bio,Other,expression(UNKNOWN),NA,0,NA,From Arctic LTER,0,NA
ML_Mg,Moss: Lemanea: Magnesium,%,Dry weight before and after 550C muffle,bio,Other,expression(UNKNOWN),NA,0,NA,From Arctic LTER,0,NA
ML_Mn,Moss: Lemanea: Manganese,%,Dry weight before and after 550C muffle,bio,Other,expression(UNKNOWN),NA,0,NA,From Arctic LTER,0,NA
ML_N,Moss: Lemanea: Nitrogen,%,Dry weight before and after 550C muffle,bio,Other,expression(UNKNOWN),NA,0,NA,From Arctic LTER,0,NA
ML_Na,Moss: Lemanea: Sodium,%,Dry weight before and after 550C muffle,bio,Other,expression(UNKNOWN),NA,0,NA,From Arctic LTER,0,NA
ML_P,Moss: Lemanea: Phosphorus,%,Dry weight before and after 550C muffle,bio,Other,expression(UNKNOWN),NA,0,NA,From Arctic LTER,0,NA
ML_S,Moss: Lemanea: Sulfur,%,Dry weight before and after 550C muffle,bio,Other,expression(UNKNOWN),NA,0,NA,From Arctic LTER,0,NA
ML_Zn,Moss: Lemanea: Zinc,%,Dry weight before and after 550C muffle,bio,Other,expression(UNKNOWN),NA,0,NA,From Arctic LTER,0,NA
MLW_Al,Moss: Liverwort: Aluminum,%,Dry weight before and after 550C muffle,bio,Other,expression(UNKNOWN),NA,0,NA,From Arctic LTER,0,NA
MLW_B,Moss: Liverwort: Boron,%,Dry weight before and after 550C muffle,bio,Other,expression(UNKNOWN),NA,0,NA,From Arctic LTER,0,NA
MLW_C,Moss: Liverwort: Carbon,%,Dry weight before and after 550C muffle,bio,Other,expression(UNKNOWN),NA,0,NA,From Arctic LTER,0,NA
MLW_Ca,Moss: Liverwort: Calcium,%,Dry weight before and after 550C muffle,bio,Other,expression(UNKNOWN),NA,0,NA,From Arctic LTER,0,NA
MLW_Cu,Moss: Liverwort: Copper,%,Dry weight before and after 550C muffle,bio,Other,expression(UNKNOWN),NA,0,NA,From Arctic LTER,0,NA
MLW_Fe,Moss: Liverwort: Iron,%,Dry weight before and after 550C muffle,bio,Other,expression(UNKNOWN),NA,0,NA,From Arctic LTER,0,NA
MLW_K,Moss: Liverwort: Potassium,%,Dry weight before and after 550C muffle,bio,Other,expression(UNKNOWN),NA,0,NA,From Arctic LTER,0,NA
MLW_Mg,Moss: Liverwort: Magnesium,%,Dry weight before and after 550C muffle,bio,Other,expression(UNKNOWN),NA,0,NA,From Arctic LTER,0,NA
MLW_Mn,Moss: Liverwort: Manganese,%,Dry weight before and after 550C muffle,bio,Other,expression(UNKNOWN),NA,0,NA,From Arctic LTER,0,NA
MLW_N,Moss: Liverwort: Nitrogen,%,Dry weight before and after 550C muffle,bio,Other,expression(UNKNOWN),NA,0,NA,From Arctic LTER,0,NA
MLW_Na,Moss: Liverwort: Sodium,%,Dry weight before and after 550C muffle,bio,Other,expression(UNKNOWN),NA,0,NA,From Arctic LTER,0,NA
MLW_P,Moss: Liverwort: Phosphorus,%,Dry weight before and after 550C muffle,bio,Other,expression(UNKNOWN),NA,0,NA,From Arctic LTER,0,NA
MLW_S,Moss: Liverwort: Sulfur,%,Dry weight before and after 550C muffle,bio,Other,expression(UNKNOWN),NA,0,NA,From Arctic LTER,0,NA
MLW_Zn,Moss: Liverwort: Zinc,%,Dry weight before and after 550C muffle,bio,Other,expression(UNKNOWN),NA,0,NA,From Arctic LTER,0,NA
Mn,Manganese,mg/L,UNKNOWN,chem_discrete,Cations,expression(UNKNOWN),3,1,NA,NA,0,100
Mo,Molybdenum,mg/L,UNKNOWN,chem_discrete,Cations,expression(UNKNOWN),NA,1,Mo,Not sure what valence to use,0,1000000
MS_Al,Moss: Schistidium: Aluminum,%,Dry weight before and after 550C muffle,bio,Other,expression(UNKNOWN),NA,0,NA,From Arctic LTER,0,NA
MS_B,Moss: Schistidium: Boron,%,Dry weight before and after 550C muffle,bio,Other,expression(UNKNOWN),NA,0,NA,From Arctic LTER,0,NA
MS_C,Moss: Schistidium: Carbon,%,Dry weight before and after 550C muffle,bio,Other,expression(UNKNOWN),NA,0,NA,From Arctic LTER,0,NA
MS_Ca,Moss: Schistidium: Calcium,%,Dry weight before and after 550C muffle,bio,Other,expression(UNKNOWN),NA,0,NA,From Arctic LTER,0,NA
MS_Cu,Moss: Schistidium: Copper,%,Dry weight before and after 550C muffle,bio,Other,expression(UNKNOWN),NA,0,NA,From Arctic LTER,0,NA
MS_Fe,Moss: Schistidium: Iron,%,Dry weight before and after 550C muffle,bio,Other,expression(UNKNOWN),NA,0,NA,From Arctic LTER,0,NA
MS_K,Moss: Schistidium: Potassium,%,Dry weight before and after 550C muffle,bio,Other,expression(UNKNOWN),NA,0,NA,From Arctic LTER,0,NA
MS_Mg,Moss: Schistidium: Magnesium,%,Dry weight before and after 550C muffle,bio,Other,expression(UNKNOWN),NA,0,NA,From Arctic LTER,0,NA
MS_Mn,Moss: Schistidium: Manganese,%,Dry weight before and after 550C muffle,bio,Other,expression(UNKNOWN),NA,0,NA,From Arctic LTER,0,NA
MS_N,Moss: Schistidium: Nitrogen,%,Dry weight before and after 550C muffle,bio,Other,expression(UNKNOWN),NA,0,NA,From Arctic LTER,0,NA
MS_Na,Moss: Schistidium: Sodium,%,Dry weight before and after 550C muffle,bio,Other,expression(UNKNOWN),NA,0,NA,From Arctic LTER,0,NA
MS_P,Moss: Schistidium: Phosphorus,%,Dry weight before and after 550C muffle,bio,Other,expression(UNKNOWN),NA,0,NA,From Arctic LTER,0,NA
MS_S,Moss: Schistidium: Sulfur,%,Dry weight before and after 550C muffle,bio,Other,expression(UNKNOWN),NA,0,NA,From Arctic LTER,0,NA
MS_Zn,Moss: Schistidium: Zinc,%,Dry weight before and after 550C muffle,bio,Other,expression(UNKNOWN),NA,0,NA,From Arctic LTER,0,NA
N2O,Nitrous Oxide,ppm,UNKNOWN,gas_PENDING,Other,expression(UNKNOWN),NA,0,NA,NA,0,NA
Na,Sodium,mg/L,flame atomic absorption spectroscopy,chem_discrete,Cations,expression(Na^'+'),1,1,NA,NA,0,10000
Nb,Niobium,mg/L,UNKNOWN,chem_discrete,Other,expression(UNKNOWN),NA,1,Nb,NA,0,1000000
Nd,Neodymium,mg/L,UNKNOWN,chem_discrete,Cations,expression(UNKNOWN),NA,1,Nd,Not sure what valence to use,0,1000000
Nd145,Neodymium-145,mg/L,UNKNOWN,chem_discrete,Cations,expression(UNKNOWN),NA,1,Nd,Not sure what valence to use,0,1000000
NH3_N,Ammonia-N,mg/L,phenate method,chem_discrete,Cations,expression(UNKNOWN),3,1,N,NA,0,100
NH4,Ammonium,mg/L,UNKNOWN,chem_discrete,Cations,expression(NH^'+4'),1,1,NA,NA,0,100
NH4_N,Ammonium-N,mg/L,phenate method,chem_discrete,Cations,expression(UNKNOWN),1,1,N,NA,0,100
NH4_NH3_N,Ammonia-N and Ammonium-N,mg/L,UNKNOWN,chem_mix,Cations,expression(UNKNOWN),NA,1,N,NA,0,100
Ni,Nickel,mg/L,Absorption/Emission Spectrophotometer,chem_discrete,Other,expression(Ni^'+2'),2,1,Ni,NA,0,1000000
Ni60,Nickel-60,mg/L,Absorption/Emission Spectrophotometer,chem_discrete,Other,expression(Ni^'+2'),2,1,Ni,NA,0,1000000
NO2,Nitrite,mg/L,UNKNOWN,chem_discrete,Anions,expression(NO[2]^'-'),1,1,NO2,NA,0,1000000
NO2_N,Nitrite-N,mg/L,UNKNOWN,chem_discrete,Other,expression(UNKNOWN),1,1,N,NA,0,1000000
NO3,Nitrate,mg/L,UNKNOWN,chem_discrete,Anions,expression(NO[3]^'-'),1,1,NA,NA,0,100
NO3_N,Nitrate-N,mg/L,cadmium reduction,chem_discrete,Anions,expression(UNKNOWN),1,1,N,NA,0,100
NO3_NO2,Nitrate and nitrite,mg/L,UNKNOWN,chem_mix,Other,expression(UNKNOWN),1,1,NO3,NA,0,1000000
NO3_NO2_N,Nitrate-N and nitrite-N,mg/L,UNKNOWN,chem_mix,Other,expression(UNKNOWN),1,1,N,NA,0,1000000
OMAl,Aluminum OM,mg/L,UNKNOWN,chem_discrete,Other,expression(UNKNOWN),3,1,Al,NA,0,10
Os,Osmium,mg/L,UNKNOWN,chem_discrete,Other,expression(UNKNOWN),NA,1,Os,NA,0,1000000
P,Phosphorus,mg/L,UNKNOWN,chem_discrete,Other,expression(UNKNOWN),NA,1,P,NA,0,100
PAR,Photosynthetically Active Radiation,uM/m^2/s,UNKNOWN,phys,Other,expression(UNKNOWN),NA,0,NA,NA,0,NA
Pb,Lead,mg/L,Absorption/Emission Spectrophotometer,chem_discrete,Other,expression(Pb^'+4'),4,1,Pb,NA,0,1000000
Pd,Palladium,mg/L,UNKNOWN,chem_discrete,Other,expression(UNKNOWN),NA,1,Pd,NA,0,1000000
pd_geo_Al2O3_mean,Lithological aluminum oxide Mean,%,UNKNOWN,ws_char,Geochemistry,NA,NA,0,NA,NA,NA,NA
pd_geo_Al2O3_sd,Lithological aluminum oxide Standard Deviation,%,UNKNOWN,ws_char,Geochemistry,NA,NA,0,NA,NA,NA,NA
pd_geo_CaO_mean,Lithological calcium oxide Mean,%,UNKNOWN,ws_char,Geochemistry,NA,NA,0,NA,NA,NA,NA
pd_geo_CaO_sd,Lithological calcium oxide Standard Deviation,%,UNKNOWN,ws_char,Geochemistry,NA,NA,0,NA,NA,NA,NA
pd_geo_CompressStrength_mean,Lithological uniaxial compressive strength Mean,MPa,UNKNOWN,ws_char,Geochemistry,NA,NA,0,NA,NA,NA,NA
pd_geo_CompressStrength_sd,Lithological uniaxial compressive strength Standard Deviation,MPa,UNKNOWN,ws_char,Geochemistry,NA,NA,0,NA,NA,NA,NA
pd_geo_Fe2O3_mean,Lithological ferric oxide Mean,%,UNKNOWN,ws_char,Geochemistry,NA,NA,0,NA,NA,NA,NA
pd_geo_Fe2O3_sd,Lithological ferric oxide Standard Deviation,%,UNKNOWN,ws_char,Geochemistry,NA,NA,0,NA,NA,NA,NA
pd_geo_HydaulicCond_mean,Lithological hydraulic conductivity Mean,um/s,UNKNOWN,ws_char,Geochemistry,NA,NA,0,NA,NA,NA,NA
pd_geo_HydaulicCond_sd,Lithological hydraulic conductivity Standard Deviation,um/s,UNKNOWN,ws_char,Geochemistry,NA,NA,0,NA,NA,NA,NA
pd_geo_K2O_mean,Lithological potassium oxide Mean,%,UNKNOWN,ws_char,Geochemistry,NA,NA,0,NA,NA,NA,NA
pd_geo_K2O_sd,Lithological potassium oxide Standard Deviation,%,UNKNOWN,ws_char,Geochemistry,NA,NA,0,NA,NA,NA,NA
pd_geo_MgO_mean,Lithological magnesium oxide Mean,%,UNKNOWN,ws_char,Geochemistry,NA,NA,0,NA,NA,NA,NA
pd_geo_MgO_sd,Lithological magnesium oxide Standard Deviation,%,UNKNOWN,ws_char,Geochemistry,NA,NA,0,NA,NA,NA,NA
pd_geo_N_mean,Lithological nitrogen Mean,%,UNKNOWN,ws_char,Geochemistry,NA,NA,0,NA,NA,NA,NA
pd_geo_N_sd,Lithological nitrogen Standard Deviation,%,UNKNOWN,ws_char,Geochemistry,NA,NA,0,NA,NA,NA,NA
pd_geo_Na2O_mean,Lithological sodium oxide Mean,%,UNKNOWN,ws_char,Geochemistry,NA,NA,0,NA,NA,NA,NA
pd_geo_Na2O_sd,Lithological sodium oxide Standard Deviation,%,UNKNOWN,ws_char,Geochemistry,NA,NA,0,NA,NA,NA,NA
pd_geo_P2O5_mean,Lithological phosphorus pentoxide Mean,%,UNKNOWN,ws_char,Geochemistry,NA,NA,0,NA,NA,NA,NA
pd_geo_P2O5_sd,Lithological phosphorus pentoxide Standard Deviation,%,UNKNOWN,ws_char,Geochemistry,NA,NA,0,NA,NA,NA,NA
pd_geo_S_mean,Lithological sulfur Mean,%,UNKNOWN,ws_char,Geochemistry,NA,NA,0,NA,NA,NA,NA
pd_geo_S_sd,Lithological sulfur Standard Deviation,%,UNKNOWN,ws_char,Geochemistry,NA,NA,0,NA,NA,NA,NA
pd_geo_SiO2_mean,Lithological silicon dioxide Mean,%,UNKNOWN,ws_char,Geochemistry,NA,NA,0,NA,NA,NA,NA
pd_geo_SiO2_sd,Lithological silicon dioxide Standard Deviation,%,UNKNOWN,ws_char,Geochemistry,NA,NA,0,NA,NA,NA,NA
perimeter,Perimeter,m,UNKNOWN,ws_char,Other,expression(UNKNOWN),NA,0,NA,NA,0,NA
pf_soil_awc,Mean Soil Available Water Content,cm/cm,UNKNOWN,ws_char,Soil,NA,NA,0,NA,NA,NA,NA
pf_soil_cat_exchange_7,Mean Cation-exchange capacity,meq,UNKNOWN,ws_char,Soil,NA,NA,0,NA,NA,NA,NA
pf_soil_clay,Soil Clay Content,%,UNKNOWN,ws_char,Soil,NA,NA,0,NA,NA,NA,NA
pf_soil_org,Soil Organic Matter,%,UNKNOWN,ws_char,Soil,NA,NA,0,NA,NA,NA,NA
pf_soil_ph,Mean pH,unitless,UNKNOWN,ws_char,Soil,NA,NA,0,NA,NA,NA,NA
pf_soil_sand,Soil Sand Content,%,UNKNOWN,ws_char,Soil,NA,NA,0,NA,NA,NA,NA
pf_soil_silt,Soil Silt Content,%,UNKNOWN,ws_char,Soil,NA,NA,0,NA,NA,NA,NA
pf_soil_water_0.1bar,Water Content at 1/10 bar,%,UNKNOWN,ws_char,Soil,NA,NA,0,NA,NA,NA,NA
pf_soil_water_0.33bar,Water Content at 1/3 bar,%,UNKNOWN,ws_char,Soil,NA,NA,0,NA,NA,NA,NA
pf_soil_water_0bar,Water Content at 0 bar,%,UNKNOWN,ws_char,Soil,NA,NA,0,NA,NA,NA,NA
pf_soil_water_15bar,Water Content at 15 bar,%,UNKNOWN,ws_char,Soil,NA,NA,0,NA,NA,NA,NA
pH,pH,unitless,glass electrode,chem_mix,Other,expression(UNKNOWN),NA,0,NA,NA,0,14
phaeopig,Phaeopigment,mg/L,Acetone TurnerDesigns 10AU Fluorometer,bio,Other,expression(UNKNOWN),NA,0,NA,NA,0,1000000
pheophy,Sestonic Phaeophytin,mg/L,Acetone TurnerDesigns 10AU Fluorometer,bio,Other,expression(UNKNOWN),NA,0,NA,Not sure what valence to use,0,1000000
pHmetrohm,pH Metrohm,unitless,UNKNOWN,chem_mix,Other,expression(UNKNOWN),NA,0,NA,NA,0,NA
pi_soil_thickness,Mean Soil Thinkness,m,UNKNOWN,ws_char,Soil,NA,NA,0,NA,NA,NA,NA
pm_sub_surf_permeability_mean,Mean Subsurface Permeability (log10),NA,UNKNOWN,ws_char,Other,NA,NA,0,NA,NA,NA,NA
pm_sub_surf_permeability_perm_mean,Mean Subsurface Permeability with Permafrost (log10),NA,UNKNOWN,ws_char,Other,NA,NA,0,NA,NA,NA,NA
pm_sub_surf_permeability_perm_sd,Mean Subsurface Permeability with Permafrost Standard Deviation,NA,UNKNOWN,ws_char,Other,NA,NA,0,NA,NA,NA,NA
pm_sub_surf_permeability_sd,Mean Subsurface Permeability Standard Deviation,NA,UNKNOWN,ws_char,Other,NA,NA,0,NA,NA,NA,NA
pm_sub_surf_porosity_mean,Mean Subsurface Porosity,NA,UNKNOWN,ws_char,Other,NA,NA,0,NA,NA,NA,NA
pm_sub_surf_porosity_sd,Subsurface Porosity Standard Deviation,NA,UNKNOWN,ws_char,Other,NA,NA,0,NA,NA,NA,NA
PO4,Phosphate,mg/L,UNKNOWN,chem_discrete,Anions,expression(PO[4]^'-3'),3,1,NA,NA,0,100
PO4_P,Phosphate-P,mg/L,ascorbic acid,chem_discrete,Anions,expression(UNKNOWN),3,1,P,NA,0,100
POC,Particulate Organic Carbon,mg/L,UNKNOWN,chem_mix,Other,expression(UNKNOWN),NA,1,C,NA,0,1000000
PON,Particulate Organic Nitrogen,mg/L,UNKNOWN,chem_mix,Other,expression(UNKNOWN),NA,1,N,NA,0,1000000
Pr,Praseodymium,mg/L,UNKNOWN,chem_discrete,Cations,expression(Pr^'+3'),3,1,Pr,Check valence,0,1000000
precipitation,Precipitation at gauge,mm,UNKNOWN,hydro,Other,expression(UNKNOWN),NA,0,NA,NA,0,NA
Pt,Platinum,mg/L,UNKNOWN,chem_discrete,Other,expression(UNKNOWN),NA,1,Pt,NA,0,1000000
Rb,Rubidium,mg/L,UNKNOWN,chem_discrete,Cations,expression(UNKNOWN),NA,1,Rb,Not sure what valence to use,0,1000000
Re,Rhenium,mg/L,UNKNOWN,chem_discrete,Other,expression(UNKNOWN),NA,1,Re,NA,0,1000000
Rh,Rhodium,mg/L,UNKNOWN,chem_discrete,Other,expression(UNKNOWN),NA,1,Rh,NA,0,1000000
Ru,Ruthenium,mg/L,UNKNOWN,chem_discrete,Other,expression(UNKNOWN),NA,1,Ru,NA,0,1000000
S,Sulfer,mg/L,Absorption/Emission Spectrophotometer,chem_discrete,Other,expression(UNKNOWN),6,1,S,NA,0,1000000
salinity,Salinity,ppt,UNKNOWN,chem_mix,Other,expression(UNKNOWN),NA,0,NA,NA,0,1000000
Sb,Antimony,mg/L,UNKNOWN,chem_discrete,Cations,expression(UNKNOWN),4,1,Sb,"Antimony looks like it has both 3+ and 5+, using 4 as mean",0,1000000
Sc,Scandium,mg/L,UNKNOWN,chem_discrete,Other,expression(UNKNOWN),NA,1,Sc,NA,0,1000000
Se,Selenium,mg/L,UNKNOWN,chem_discrete,Anions,expression(Se^'-2'),2,1,Se,NA,0,1000000
Se78,Selenium-78,mg/L,UNKNOWN,chem_discrete,Anions,expression(Se^'-2'),2,1,Se,NA,0,1000000
Si,Silicon,mg/L,UNKNOWN,chem_discrete,Anions,expression(Si^'-4'),4,1,NA,NA,0,1000000
SiO2,Silica,mg/L,molybdenum blue,chem_discrete,Other,expression(SiO[2]),1,1,NA,NA,0,1000
SiO2_Si,Silica-Si,mg/L,UNKNOWN,chem_discrete,Other,expression(UNKNOWN),1,1,Si,NA,0,1000
SiO3,Silicate,mg/L,UNKNOWN,chem_discrete,Other,expression(UNKNOWN),1,1,Si,NA,0,1000
SiO3_Si,Silicate-Si,mg/L,UNKNOWN,chem_discrete,Other,expression(UNKNOWN),1,1,Si,NA,0,1000
Sm,Samarium,mg/L,UNKNOWN,chem_discrete,Cations,expression(UNKNOWN),NA,1,Sm,Not sure what valence to use,0,1000000
Sm147,Samarium-147,mg/L,UNKNOWN,chem_discrete,Cations,expression(UNKNOWN),NA,1,Sm,Not sure what valence to use,0,1000000
Sn,Tin,mg/L,UNKNOWN,chem_discrete,Cations,expression(UNKNOWN),3,1,Sn,"Tin looks like it has both 2+ and 4+, using 3 as mean",0,1000000
Sn118,Tin-118,mg/L,UNKNOWN,chem_discrete,Cations,expression(UNKNOWN),3,1,Sn,"Tin looks like it has both 2+ and 4+, using 3 as mean",0,1000000
SO4,Sulfate,mg/L,UNKNOWN,chem_discrete,Anions,expression(SO[4]^'-2'),2,1,NA,NA,0,10000
SO4_S,Sulfate-S,mg/L,ion chromatography,chem_discrete,Anions,expression(UNKNOWN),2,1,S,NA,0,10000
spCond,Specific Conductivity,uS/cm,UNKNOWN,chem_mix,Other,expression(UNKNOWN),NA,0,NA,NA,0,20000
Sr,Strontium,mg/L,Absorption/Emission Spectrophotometer,chem_discrete,Other,expression(Sr^'+2'),2,1,Sr,NA,0,1000000
SRP,Soluble Reactive Phosphorus,mg/L,UNKNOWN,chem_mix,Anions,expression(UNKNOWN),3,1,PO4,NA,0,1000000
suspSed,Suspended Sediment,mg/L,gravimetric,phys,Other,expression(UNKNOWN),NA,1,NA,NA,0,100000
T_ECHL,Epilithic Total Chlorophyll,mg/cm2,"Epilithic - Whole Rock, Acetone TurnerDesigns 10AU Fluorometer",bio,Other,expression(mg/cm^'2'),NA,0,NA,NA,0,NA
Ta,Tantalum,mg/L,UNKNOWN,chem_discrete,Other,expression(UNKNOWN),NA,1,Ta,NA,0,1000000
Tb,Terbium,mg/L,UNKNOWN,chem_discrete,Cations,expression(UNKNOWN),NA,1,Tb,Not sure what valence to use,0,1000000
TC,Total Carbon,mg/L,UNKNOWN,chem_mix,Other,expression(UNKNOWN),1,1,C,NA,0,1000000
TCHL,Sestonic Total Chlorophyll,mg/L,Acetone TurnerDesigns 10AU Fluorometer,bio,Other,expression(UNKNOWN),NA,0,NA,Not sure what valence to use,0,1000000
TDN,Total Dissolved Nitrogen,mg/L,persulfate digestion - calorimetric analysis,chem_mix,Other,expression(UNKNOWN),1,1,N,NA,0,3000
TDP,Total Dissolved Phosphorus,mg/L,persulfate digestion - ascorbic acid finish,chem_mix,Other,expression(UNKNOWN),1,1,P,NA,0,100
TDS,Total Dissolved Solids,mg/L,UNKNOWN,chem_mix,Other,expression(UNKNOWN),NA,0,NA,NA,0,1000000
Te,Tellurium,mg/L,UNKNOWN,chem_discrete,Other,expression(UNKNOWN),NA,1,Te,NA,0,1000000
te_aspect_mean,Mean Aspect,degrees,UNKNOWN,ws_char,Terrain,NA,NA,0,NA,NA,NA,NA
te_aspect_sd,Aspect Standard Deviation,degrees,UNKNOWN,ws_char,Terrain,NA,NA,0,NA,NA,NA,NA
te_elev_max,Maximum Elevation,m,UNKNOWN,ws_char,Terrain,NA,NA,0,NA,NA,NA,NA
te_elev_mean,Mean Elevation,m,UNKNOWN,ws_char,Terrain,NA,NA,0,NA,NA,NA,NA
te_elev_min,Minimum Elevation,m,UNKNOWN,ws_char,Terrain,NA,NA,0,NA,NA,NA,NA
te_elev_sd,Elevation Standard Deviation,m,UNKNOWN,ws_char,Terrain,NA,NA,0,NA,NA,NA,NA
te_slope_mean,Mean Slope,%,UNKNOWN,ws_char,Terrain,NA,NA,0,NA,NA,NA,NA
te_slope_sd,Slope Standard Deviation,%,UNKNOWN,ws_char,Terrain,NA,NA,0,NA,NA,NA,NA
temp,Water Temperature,degrees C,UNKNOWN,phys,Other,expression(UNKNOWN),NA,0,NA,NA,-100,100
Th,Thorium,mg/L,UNKNOWN,chem_discrete,Cations,expression(UNKNOWN),NA,1,Th,Not sure what valence to use,0,1000000
theoryCond,Theoretical Conductivity,uS/cm,UNKNOWN,chem_mix,Other,expression(UNKNOWN),NA,0,NA,NA,0,NA
Ti,Titanium,mg/L,UNKNOWN,chem_discrete,Cations,expression(UNKNOWN),2.5,1,Ti,NA,0,1000000
Ti49,Titanium-49,mg/L,UNKNOWN,chem_discrete,Cations,expression(UNKNOWN),2.5,1,Ti,NA,0,1000000
TIC,Total Inorganic Carbon,mg/L,UNKNOWN,chem_mix,Other,expression(UNKNOWN),1,1,C,NA,0,1000000
TIN,Total Inorganic Nitrogen,mg/L,UNKNOWN,chem_mix,Other,expression(UNKNOWN),1,1,N,NA,0,1000000
TIP,Total Inorganic Phosphorus,mg/L,UNKNOWN,chem_mix,Other,expression(UNKNOWN),1,1,P,NA,0,1000000
TKN,Total Kjeldahl Nitrogen,mg/L,Kjeldahl digestion - nessler finish,chem_mix,Other,expression(UNKNOWN),1,1,N,NA,0,2000
Tl,Thallium,mg/L,UNKNOWN,chem_discrete,Cations,expression(UNKNOWN),NA,1,Tl,Not sure what valence to use,0,1000000
Tm,Thulium,mg/L,UNKNOWN,chem_discrete,Cations,expression(UNKNOWN),NA,1,Tm,Not sure what valence to use,0,1000000
TMAl,Aluminum TM,mg/L,UNKNOWN,chem_discrete,Other,expression(UNKNOWN),3,1,Al,NA,0,10
TN,Total Nitrogen,mg/L,UNKNOWN,chem_mix,Other,expression(UNKNOWN),1,1,N,NA,0,1000000
TOC,Total Organic Carbon,mg/L,UNKNOWN,chem_mix,Other,expression(UNKNOWN),1,1,C,NA,0,1000000
TP,Total Phosphorus,mg/L,UNKNOWN,chem_mix,Other,expression(UNKNOWN),1,1,P,NA,0,1000000
TPC,Total Particulate Carbon,mg/L,UNKNOWN,chem_mix,Other,expression(UNKNOWN),NA,0,C,NA,0,1000000
TPN,Total Particulate Nitrogen,mg/L,UNKNOWN,chem_mix,Other,expression(UNKNOWN),NA,0,N,NA,0,1000000
TPP,Total Particulate Phosphorus,mg/L,UNKNOWN,chem_mix,Other,expression(UNKNOWN),NA,0,P,also known as particulate phosphorus,0,1000000
TSS,Total Suspended Solids,mg/L,UNKNOWN,phys,Other,expression(UNKNOWN),NA,0,NA,NA,0,1000000
turbid,Turbidity,FNU,UNKNOWN,phys,Other,expression(UNKNOWN),NA,0,NA,NA,0,NA
U,Uranium,mg/L,UNKNOWN,chem_discrete,Cations,expression(UNKNOWN),NA,1,U,Not sure what valence to use,0,1000000
UTKN,Unfilt. Total Kjeldahl Nitrogen,mg/L,Kjeldahl digestion - nessler finish,chem_mix,Other,expression(UNKNOWN),1,1,N,NA,0,2000
UTN,Unfiltered Total Nitrogen,mg/L,persulfate digestion - calorimetric analysis,chem_mix,Other,expression(UNKNOWN),1,1,N,NA,0,5000
UTP,Unfiltered Total Phosphorus,mg/L,persulfate digestion - ascorbic acid finish,chem_mix,Other,expression(UNKNOWN),1,1,P,NA,0,10000
V,Vanadium,mg/L,UNKNOWN,chem_discrete,Cations,expression(UNKNOWN),NA,1,V,Not sure what valence to use,0,1000000
va_gpp_median,Daily Median,kg*C/m^2,UNKNOWN,ws_char,Gross Primary Production,NA,NA,0,NA,NA,NA,NA
va_gpp_sd,Daily Standard Deviation,kg*C/m^2,UNKNOWN,ws_char,Gross Primary Production,NA,NA,0,NA,NA,NA,NA
va_gpp_sd_space,Watershed Standard Deviation GPP,kg*C/m^2,UNKNOWN,ws_char,Gross Primary Production,NA,NA,0,NA,NA,NA,NA
va_gpp_sd_year,Annual Standard Deviation GPP,kg*C/m^2,UNKNOWN,ws_char,Gross Primary Production,NA,NA,0,NA,NA,NA,NA
va_gpp_sum,Annual GPP,kg*C/m^2,UNKNOWN,ws_char,Gross Primary Production,NA,NA,0,NA,NA,NA,NA
va_npp_median,Annual NPP,kg*C/m^2,UNKNOWN,ws_char,Net Primary Production,NA,NA,0,NA,NA,NA,NA
va_npp_sd,Watershed Standard Deviation NPP,kg*C/m^2,UNKNOWN,ws_char,Net Primary Production,NA,NA,0,NA,NA,NA,NA
vb_bare_cover_median,Watershed Median Bare Cover,%,UNKNOWN,ws_char,MODIS Land Cover,NA,NA,0,NA,NA,NA,NA
