"dataPackageID"	"systemID"	"title"	"givenName"	"middleInitial"	"surName"	"role"	"organizationName"	"email"	"onlineDescription"	"url"
		"Sub-Basin Delineation for the Upper East River, Colorado, United States"	"Rosemary"		"Carroll"	"contact"	"doe"	"rosemary.carroll@dri.edu"	"Carroll R ; Bill M ; Dong W ; Williams K (2019). Sub-Basin Delineation for the Upper East River, Colorado, United States. Watershed Function SFA. doi:10.21952/WTR/1508403"	"https://data.ess-dive.lbl.gov/catalog/d1/mn/v2/packages/application%2Fbagit-097/ess-dive-3b9a58adc163fd4-20190509T155206477018"
		"Sub-Basin Delineation for the Upper East River, Colorado, United States"	"Rosemary"		"Carroll"	"creator"	"doe"	"rosemary.carroll@dri.edu"	"Carroll R ; Bill M ; Dong W ; Williams K (2019). Sub-Basin Delineation for the Upper East River, Colorado, United States. Watershed Function SFA. doi:10.21952/WTR/1508403"	"https://data.ess-dive.lbl.gov/catalog/d1/mn/v2/packages/application%2Fbagit-097/ess-dive-3b9a58adc163fd4-20190509T155206477018"
		"Total Dissolved Nitrogen and Ammonia Data for the East River Watershed, Colorado"	"Wenming"		"Dong"	"contact"	"doe"	"wenmingdong@lbl.gov"	"Dong W ; Beutler C ; Bouskill N ; Brown W ; Newman A ; Versteeg R ; Williams K H (2020). Total Dissolved Nitrogen and Ammonia Data for the East River Watershed, Colorado. Watershed Function SFA. doi:10.15485/1660456"	"https://data.ess-dive.lbl.gov/catalog/d1/mn/v2/object/ess-dive-27b02333d31ae19-20201008T063638376"
		"Total Dissolved Nitrogen and Ammonia Data for the East River Watershed, Colorado"	"Wenming"		"Dong"	"creator"	"doe"	"wenmingdong@lbl.gov"	"Dong W ; Beutler C ; Bouskill N ; Brown W ; Newman A ; Versteeg R ; Williams K H (2020). Total Dissolved Nitrogen and Ammonia Data for the East River Watershed, Colorado. Watershed Function SFA. doi:10.15485/1660456"	"https://data.ess-dive.lbl.gov/catalog/d1/mn/v2/object/ess-dive-27b02333d31ae19-20201008T063638376"
		"Walker Branch Watershed: 15-minute and Daily \Stream Discharge and Annual Runoff"	"Terri"		"Velliquette"	"contact"	"doe"	"velliquettet@ornl.gov"	"Mulholland, P.J., and N.A. Griffiths. 2016. Walker Branch Watershed: 15-minute and Daily \Stream Discharge and Annual Runoff. Carbon Dioxide Information Analysis Center, Oak Ridge National Laboratory, U.S. Department of Energy, Oak Ridge, Tennessee, U.S.A. http://dx.doi.org/10.3334/CDIAC/ornlsfa.007"	"https://data.ess-dive.lbl.gov/view/doi:10.3334/CDIAC/ORNLSFA.007"
		"Walker Branch Watershed: 15-minute and Daily \Stream Discharge and Annual Runoff"	"P."	"J"	"Mulholland"	"creator"	"doe"	"velliquettet@ornl.gov"	"Mulholland, P.J., and N.A. Griffiths. 2016. Walker Branch Watershed: 15-minute and Daily \Stream Discharge and Annual Runoff. Carbon Dioxide Information Analysis Center, Oak Ridge National Laboratory, U.S. Department of Energy, Oak Ridge, Tennessee, U.S.A. http://dx.doi.org/10.3334/CDIAC/ornlsfa.007"	"https://data.ess-dive.lbl.gov/view/doi:10.3334/CDIAC/ORNLSFA.007"
		"Bishop (2013), The Krycklan Catchment Study—A flagship infrastructure for hydrology, biogeochemistry, and climate research in the boreal landscape, Water Resour"	"Kim"		"Lindgren"	"contact"	"krycklan"	"kim.lindgren@slu.se"	"Laudon, H., I. Taberman, A. Ågren, M. Futter, M. Ottosson-Löfvenius, and K. Bishop (2013), The Krycklan Catchment Study—A flagship infrastructure for hydrology, biogeochemistry, and climate research in the boreal landscape, Water Resour. Res., 49, doi:10.1002/wrcr.20520."	"Retrieved through personal correspondence and reproduced for easy access here: https://drive.google.com/drive/folders/1gugTmDybtMTbmKRq2WQvw2K1WkJjcmJr?usp=sharing. The same data should now/soon be manually retrievable from https://data.krycklan.se/"
		"Bishop (2013), The Krycklan Catchment Study—A flagship infrastructure for hydrology, biogeochemistry, and climate research in the boreal landscape, Water Resour"	"Hjalmar"		"Laudon"	"creator"	"krycklan"	"kim.lindgren@slu.se"	"Laudon, H., I. Taberman, A. Ågren, M. Futter, M. Ottosson-Löfvenius, and K. Bishop (2013), The Krycklan Catchment Study—A flagship infrastructure for hydrology, biogeochemistry, and climate research in the boreal landscape, Water Resour. Res., 49, doi:10.1002/wrcr.20520."	"Retrieved through personal correspondence and reproduced for easy access here: https://drive.google.com/drive/folders/1gugTmDybtMTbmKRq2WQvw2K1WkJjcmJr?usp=sharing. The same data should now/soon be manually retrievable from https://data.krycklan.se/"
"knb-lter-and.4021.23"	"EDI"						"lter"	"hjaweb@fsl.orst.edu"	"Fredriksen, R.L. 2019. Stream chemistry concentrations and fluxes using proportional sampling in the Andrews Experimental Forest, 1968 to present ver 23. Environmental Data Initiative. https://doi.org/10.6073/pasta/bb935444378d112d9189556fd22a441d."	"https://portal.edirepository.org/nis/mapbrowse?scope=knb-lter-and&identifier=4021&revision=23"
"knb-lter-and.4021.23"	"EDI"						"lter"	"hjaweb@fsl.orst.edu"	"Fredriksen, R.L. 2019. Stream chemistry concentrations and fluxes using proportional sampling in the Andrews Experimental Forest, 1968 to present ver 23. Environmental Data Initiative. https://doi.org/10.6073/pasta/bb935444378d112d9189556fd22a441d."	"https://portal.edirepository.org/nis/mapbrowse?scope=knb-lter-and&identifier=4021&revision=23"
"knb-lter-and.4022.20"	"EDI"						"lter"	"hjaweb@fsl.orst.edu"	"Fredriksen, R.L. 2019. Precipitation and dry deposition chemistry concentrations and fluxes, Andrews Experimental Forest, 1969 to present ver 20. Environmental Data Initiative. https://doi.org/10.6073/pasta/2cee34b1d3c0836888444f9033c1c1c8."	"https://portal.edirepository.org/nis/mapbrowse?scope=knb-lter-and&identifier=4022&revision=20"
"knb-lter-and.4022.20"	"EDI"						"lter"	"hjaweb@fsl.orst.edu"	"Fredriksen, R.L. 2019. Precipitation and dry deposition chemistry concentrations and fluxes, Andrews Experimental Forest, 1969 to present ver 20. Environmental Data Initiative. https://doi.org/10.6073/pasta/2cee34b1d3c0836888444f9033c1c1c8."	"https://portal.edirepository.org/nis/mapbrowse?scope=knb-lter-and&identifier=4022&revision=20"
"knb-lter-and.4341.33"	"EDI"						"lter"	"hjaweb@fsl.orst.edu"	"Johnson, S.L., J.S. Rothacher, and S.M. Wondzell. 2020. Stream discharge in gaged watersheds at the HJ Andrews Experimental Forest, 1949 to present ver 33. Environmental Data Initiative. https://doi.org/10.6073/pasta/0066d6b04e736af5f234d95d97ee84f3."	"https://portal.edirepository.org/nis/mapbrowse?scope=knb-lter-and&identifier=4341&revision=33"
"knb-lter-and.4341.33"	"EDI"						"lter"	"hjaweb@fsl.orst.edu"	"Johnson, S.L., J.S. Rothacher, and S.M. Wondzell. 2020. Stream discharge in gaged watersheds at the HJ Andrews Experimental Forest, 1949 to present ver 33. Environmental Data Initiative. https://doi.org/10.6073/pasta/0066d6b04e736af5f234d95d97ee84f3."	"https://portal.edirepository.org/nis/mapbrowse?scope=knb-lter-and&identifier=4341&revision=33"
"knb-lter-and.5482.3"	"EDI"						"lter"	"hjaweb@fsl.orst.edu"	"Rothacher, J.S. 2017. Precipitation measurements from historic and current standard, storage and recording rain gauges at the Andrews Experimental Forest, 1951 to present ver 3. Environmental Data Initiative. https://doi.org/10.6073/pasta/6022898a200f7fac09aa36e79e0e66d7."	"https://portal.edirepository.org/nis/mapbrowse?scope=knb-lter-and&identifier=5482&revision=3"
"knb-lter-and.5482.3"	"EDI"						"lter"	"hjaweb@fsl.orst.edu"	"Rothacher, J.S. 2017. Precipitation measurements from historic and current standard, storage and recording rain gauges at the Andrews Experimental Forest, 1951 to present ver 3. Environmental Data Initiative. https://doi.org/10.6073/pasta/6022898a200f7fac09aa36e79e0e66d7."	"https://portal.edirepository.org/nis/mapbrowse?scope=knb-lter-and&identifier=5482&revision=3"
"knb-lter-arc.10068.5"	"EDI"						"lter"	"arc_im@mbl.edu"	"Kling, G. 2016. Toolik Inlet Discharge Data collected in summer 2008, Arctic LTER, Toolik Research Station, Alaska. ver 5. Environmental Data Initiative. https://doi.org/10.6073/pasta/48e780b581b1071f19c7e5f4b165035d"	"https://portal.edirepository.org/nis/mapbrowse?scope=knb-lter-arc&identifier=10068&revision=5"
"knb-lter-arc.10068.5"	"EDI"						"lter"	"arc_im@mbl.edu"	"Kling, G. 2016. Toolik Inlet Discharge Data collected in summer 2008, Arctic LTER, Toolik Research Station, Alaska. ver 5. Environmental Data Initiative. https://doi.org/10.6073/pasta/48e780b581b1071f19c7e5f4b165035d"	"https://portal.edirepository.org/nis/mapbrowse?scope=knb-lter-arc&identifier=10068&revision=5"
"knb-lter-arc.10069.5"	"EDI"						"lter"	"arc_im@mbl.edu"	"Kling, G. 2016. Toolik Inlet Discharge Data collected in summer 2007, Arctic LTER, Toolik Research Station, Alaska. ver 5. Environmental Data Initiative. https://doi.org/10.6073/pasta/3af4cbab73c38f76b2829c3abff8f703"	"https://portal.edirepository.org/nis/mapbrowse?scope=knb-lter-arc&identifier=10069&revision=5"
"knb-lter-arc.10069.5"	"EDI"						"lter"	"arc_im@mbl.edu"	"Kling, G. 2016. Toolik Inlet Discharge Data collected in summer 2007, Arctic LTER, Toolik Research Station, Alaska. ver 5. Environmental Data Initiative. https://doi.org/10.6073/pasta/3af4cbab73c38f76b2829c3abff8f703"	"https://portal.edirepository.org/nis/mapbrowse?scope=knb-lter-arc&identifier=10069&revision=5"
"knb-lter-arc.10070.5"	"EDI"						"lter"	"arc_im@mbl.edu"	"Kling, G. 2016. Toolik Inlet Discharge Data collected in summer 2009, Arctic LTER, Toolik Research Station, Alaska. ver 5. Environmental Data Initiative. https://doi.org/10.6073/pasta/94bb7d7a93a46ab5363033de6ee7d603"	"https://portal.edirepository.org/nis/mapbrowse?scope=knb-lter-arc&identifier=10070&revision=5"
"knb-lter-arc.10070.5"	"EDI"						"lter"	"arc_im@mbl.edu"	"Kling, G. 2016. Toolik Inlet Discharge Data collected in summer 2009, Arctic LTER, Toolik Research Station, Alaska. ver 5. Environmental Data Initiative. https://doi.org/10.6073/pasta/94bb7d7a93a46ab5363033de6ee7d603"	"https://portal.edirepository.org/nis/mapbrowse?scope=knb-lter-arc&identifier=10070&revision=5"
"knb-lter-arc.10303.7"	"EDI"						"lter"	"Breck.Bowden@uvm.edu"	"Bowden, W. 2021. Arctic LTER Streams Chemistry Toolik Field Station, Alaska 1978 to 2019. ver 7. Environmental Data Initiative. https://doi.org/10.6073/pasta/3faacd18b63b3bacc5a0dbd6f09660e1."	"https://portal.edirepository.org/nis/mapbrowse?scope=knb-lter-arc&identifier=10303&revision=7"
"knb-lter-arc.10303.7"	"EDI"						"lter"	"Breck.Bowden@uvm.edu"	"Bowden, W. 2021. Arctic LTER Streams Chemistry Toolik Field Station, Alaska 1978 to 2019. ver 7. Environmental Data Initiative. https://doi.org/10.6073/pasta/3faacd18b63b3bacc5a0dbd6f09660e1."	"https://portal.edirepository.org/nis/mapbrowse?scope=knb-lter-arc&identifier=10303&revision=7"
"knb-lter-arc.10591.2"	"EDI"						"lter"	"arc_im@mbl.edu"	"Kling, G. 2019. Toolik Lake Inlet discharge data collected during summers of 2010 to 2018, Arctic LTER, Toolik Research Station, Alaska. ver 2. Environmental Data Initiative. https://doi.org/10.6073/pasta/169d1bae55373c44a368727573ef70eb"	"https://portal.edirepository.org/nis/mapbrowse?scope=knb-lter-arc&identifier=10591&revision=2"
"knb-lter-arc.10591.2"	"EDI"						"lter"	"arc_im@mbl.edu"	"Kling, G. 2019. Toolik Lake Inlet discharge data collected during summers of 2010 to 2018, Arctic LTER, Toolik Research Station, Alaska. ver 2. Environmental Data Initiative. https://doi.org/10.6073/pasta/169d1bae55373c44a368727573ef70eb"	"https://portal.edirepository.org/nis/mapbrowse?scope=knb-lter-arc&identifier=10591&revision=2"
"knb-lter-arc.10601.4"	"EDI"						"lter"	"Breck.Bowden@uvm.edu"	"Bowden, W. 2021. Stream temperature and discharge measured each summer for Oksrukuyik Creek at Dalton Road crossing, Arctic LTER, Toolik Field Station, Alaska, 1989-2019 ver 4. Environmental Data Initiative. https://doi.org/10.6073/pasta/93999a64cc4650828f633e2ab5b237fa"	"https://portal.edirepository.org/nis/mapbrowse?scope=knb-lter-arc&identifier=10601&revision=4"
"knb-lter-arc.10601.4"	"EDI"						"lter"	"Breck.Bowden@uvm.edu"	"Bowden, W. 2021. Stream temperature and discharge measured each summer for Oksrukuyik Creek at Dalton Road crossing, Arctic LTER, Toolik Field Station, Alaska, 1989-2019 ver 4. Environmental Data Initiative. https://doi.org/10.6073/pasta/93999a64cc4650828f633e2ab5b237fa"	"https://portal.edirepository.org/nis/mapbrowse?scope=knb-lter-arc&identifier=10601&revision=4"
"knb-lter-arc.1489.5"	"EDI"						"lter"	"arc_im@mbl.edu"	"Shaver, G. 2019. A multi-year DAILY weather file for the Toolik Field Station at Toolik Lake, AK starting 1988 to present. ver 4. Environmental Data Initiative. https://doi.org/10.6073/pasta/ce0f300cdf87ec002909012abefd9c5c (Accessed 2021-10-13)."	"https://portal.edirepository.org/nis/mapbrowse?scope=knb-lter-arc&identifier=1489&revision=5"
"knb-lter-arc.1489.5"	"EDI"						"lter"	"arc_im@mbl.edu"	"Shaver, G. 2019. A multi-year DAILY weather file for the Toolik Field Station at Toolik Lake, AK starting 1988 to present. ver 4. Environmental Data Initiative. https://doi.org/10.6073/pasta/ce0f300cdf87ec002909012abefd9c5c (Accessed 2021-10-13)."	"https://portal.edirepository.org/nis/mapbrowse?scope=knb-lter-arc&identifier=1489&revision=5"
"knb-lter-arc.1589.13"	"EDI"						"lter"	"arc_im@mbl.edu"	"Kling, G. 2016. Toolik Inlet Discharge Data collected in summer 2000, Arctic LTER, Toolik Research Station, Alaska. ver 13. Environmental Data Initiative. https://doi.org/10.6073/pasta/48d71932248e540223bd5650902dd7a4"	"https://portal.edirepository.org/nis/mapbrowse?scope=knb-lter-arc&identifier=1589&revision=13"
"knb-lter-arc.1589.13"	"EDI"						"lter"	"arc_im@mbl.edu"	"Kling, G. 2016. Toolik Inlet Discharge Data collected in summer 2000, Arctic LTER, Toolik Research Station, Alaska. ver 13. Environmental Data Initiative. https://doi.org/10.6073/pasta/48d71932248e540223bd5650902dd7a4"	"https://portal.edirepository.org/nis/mapbrowse?scope=knb-lter-arc&identifier=1589&revision=13"
"knb-lter-arc.1590.13"	"EDI"						"lter"	"arc_im@mbl.edu"	"Kling, G. 2016. Toolik Inlet Discharge Data collected in summer 2001, Arctic LTER, Toolik Research Station, Alaska. ver 13. Environmental Data Initiative. https://doi.org/10.6073/pasta/4ea8fa2d3b89f4bf2b5de7b98b6a772c"	"https://portal.edirepository.org/nis/mapbrowse?scope=knb-lter-arc&identifier=1590&revision=13"
"knb-lter-arc.1590.13"	"EDI"						"lter"	"arc_im@mbl.edu"	"Kling, G. 2016. Toolik Inlet Discharge Data collected in summer 2001, Arctic LTER, Toolik Research Station, Alaska. ver 13. Environmental Data Initiative. https://doi.org/10.6073/pasta/4ea8fa2d3b89f4bf2b5de7b98b6a772c"	"https://portal.edirepository.org/nis/mapbrowse?scope=knb-lter-arc&identifier=1590&revision=13"
"knb-lter-arc.1591.14"	"EDI"						"lter"	"arc_im@mbl.edu"	"Kling, G. 2016. Toolik Inlet Discharge Data collected in summer 2002, Arctic LTER, Toolik Research Station, Alaska. ver 14. Environmental Data Initiative. https://doi.org/10.6073/pasta/aa535873109be90a8a1cb133b45dbc67"	"https://portal.edirepository.org/nis/mapbrowse?scope=knb-lter-arc&identifier=1591&revision=14"
"knb-lter-arc.1591.14"	"EDI"						"lter"	"arc_im@mbl.edu"	"Kling, G. 2016. Toolik Inlet Discharge Data collected in summer 2002, Arctic LTER, Toolik Research Station, Alaska. ver 14. Environmental Data Initiative. https://doi.org/10.6073/pasta/aa535873109be90a8a1cb133b45dbc67"	"https://portal.edirepository.org/nis/mapbrowse?scope=knb-lter-arc&identifier=1591&revision=14"
"knb-lter-arc.1592.14"	"EDI"						"lter"	"arc_im@mbl.edu"	"Kling, G. 2016. Toolik Inlet Discharge Data collected in summer 2003, Arctic LTER, Toolik Research Station, Alaska. ver 14. Environmental Data Initiative. https://doi.org/10.6073/pasta/07d2ff982627a2a73343c1785358d0a6"	"https://portal.edirepository.org/nis/mapbrowse?scope=knb-lter-arc&identifier=1592&revision=14"
"knb-lter-arc.1592.14"	"EDI"						"lter"	"arc_im@mbl.edu"	"Kling, G. 2016. Toolik Inlet Discharge Data collected in summer 2003, Arctic LTER, Toolik Research Station, Alaska. ver 14. Environmental Data Initiative. https://doi.org/10.6073/pasta/07d2ff982627a2a73343c1785358d0a6"	"https://portal.edirepository.org/nis/mapbrowse?scope=knb-lter-arc&identifier=1592&revision=14"
"knb-lter-arc.1593.14"	"EDI"						"lter"	"arc_im@mbl.edu"	"Kling, G. 2016. Toolik Inlet Discharge Data collected in summer 1991, Arctic LTER, Toolik Research Station, Alaska. ver 14. Environmental Data Initiative. https://doi.org/10.6073/pasta/2cf34ca817b0e6f435b2e4e9a6de3bfe"	"https://portal.edirepository.org/nis/mapbrowse?scope=knb-lter-arc&identifier=1593&revision=14"
"knb-lter-arc.1593.14"	"EDI"						"lter"	"arc_im@mbl.edu"	"Kling, G. 2016. Toolik Inlet Discharge Data collected in summer 1991, Arctic LTER, Toolik Research Station, Alaska. ver 14. Environmental Data Initiative. https://doi.org/10.6073/pasta/2cf34ca817b0e6f435b2e4e9a6de3bfe"	"https://portal.edirepository.org/nis/mapbrowse?scope=knb-lter-arc&identifier=1593&revision=14"
"knb-lter-arc.1594.13"	"EDI"						"lter"	"arc_im@mbl.edu"	"Kling, G. 2016. Toolik Inlet Discharge Data collected in summer 1992, Arctic LTER, Toolik Research Station, Alaska. ver 13. Environmental Data Initiative. https://doi.org/10.6073/pasta/9064f9d7137ac80581e75204ff4699ed"	"https://portal.edirepository.org/nis/mapbrowse?scope=knb-lter-arc&identifier=1594&revision=13"
"knb-lter-arc.1594.13"	"EDI"						"lter"	"arc_im@mbl.edu"	"Kling, G. 2016. Toolik Inlet Discharge Data collected in summer 1992, Arctic LTER, Toolik Research Station, Alaska. ver 13. Environmental Data Initiative. https://doi.org/10.6073/pasta/9064f9d7137ac80581e75204ff4699ed"	"https://portal.edirepository.org/nis/mapbrowse?scope=knb-lter-arc&identifier=1594&revision=13"
"knb-lter-arc.1595.13"	"EDI"						"lter"	"arc_im@mbl.edu"	"Kling, G. 2016. Toolik Inlet Discharge Data collected in summer 1993, Arctic LTER, Toolik Research Station, Alaska. ver 13. Environmental Data Initiative. https://doi.org/10.6073/pasta/ae3cf97a2496946fa8ba0cf964271e56 (Accessed 2021-10-13)."	"https://portal.edirepository.org/nis/mapbrowse?scope=knb-lter-arc&identifier=1595&revision=13"
"knb-lter-arc.1595.13"	"EDI"						"lter"	"arc_im@mbl.edu"	"Kling, G. 2016. Toolik Inlet Discharge Data collected in summer 1993, Arctic LTER, Toolik Research Station, Alaska. ver 13. Environmental Data Initiative. https://doi.org/10.6073/pasta/ae3cf97a2496946fa8ba0cf964271e56 (Accessed 2021-10-13)."	"https://portal.edirepository.org/nis/mapbrowse?scope=knb-lter-arc&identifier=1595&revision=13"
"knb-lter-arc.1596.13"	"EDI"						"lter"	"arc_im@mbl.edu"	"Kling, G. 2016. Toolik Inlet Discharge Data collected in summer 1994, Arctic LTER, Toolik Research Station, Alaska. ver 13. Environmental Data Initiative. https://doi.org/10.6073/pasta/8cc384d957477d5ad48e926ed26dc89b."	"https://portal.edirepository.org/nis/mapbrowse?scope=knb-lter-arc&identifier=1596&revision=13"
"knb-lter-arc.1596.13"	"EDI"						"lter"	"arc_im@mbl.edu"	"Kling, G. 2016. Toolik Inlet Discharge Data collected in summer 1994, Arctic LTER, Toolik Research Station, Alaska. ver 13. Environmental Data Initiative. https://doi.org/10.6073/pasta/8cc384d957477d5ad48e926ed26dc89b."	"https://portal.edirepository.org/nis/mapbrowse?scope=knb-lter-arc&identifier=1596&revision=13"
"knb-lter-arc.1597.13"	"EDI"						"lter"	"arc_im@mbl.edu"	"Kling, G. 2016. Toolik Inlet Discharge Data collected in summer 1995, Arctic LTER, Toolik Research Station, Alaska. ver 13. Environmental Data Initiative. https://doi.org/10.6073/pasta/20e10e53cc8b68cffbe98ed0b234d26a"	"https://portal.edirepository.org/nis/mapbrowse?scope=knb-lter-arc&identifier=1597&revision=13"
"knb-lter-arc.1597.13"	"EDI"						"lter"	"arc_im@mbl.edu"	"Kling, G. 2016. Toolik Inlet Discharge Data collected in summer 1995, Arctic LTER, Toolik Research Station, Alaska. ver 13. Environmental Data Initiative. https://doi.org/10.6073/pasta/20e10e53cc8b68cffbe98ed0b234d26a"	"https://portal.edirepository.org/nis/mapbrowse?scope=knb-lter-arc&identifier=1597&revision=13"
"knb-lter-arc.1598.13"	"EDI"						"lter"	"arc_im@mbl.edu"	"Kling, G. 2016. Toolik Inlet Discharge Data collected in summer 1996, Arctic LTER, Toolik Research Station, Alaska. ver 13. Environmental Data Initiative. https://doi.org/10.6073/pasta/6e9d9bd807d8ec133e91d0e665a1550d"	"https://portal.edirepository.org/nis/mapbrowse?scope=knb-lter-arc&identifier=1598&revision=13"
"knb-lter-arc.1598.13"	"EDI"						"lter"	"arc_im@mbl.edu"	"Kling, G. 2016. Toolik Inlet Discharge Data collected in summer 1996, Arctic LTER, Toolik Research Station, Alaska. ver 13. Environmental Data Initiative. https://doi.org/10.6073/pasta/6e9d9bd807d8ec133e91d0e665a1550d"	"https://portal.edirepository.org/nis/mapbrowse?scope=knb-lter-arc&identifier=1598&revision=13"
"knb-lter-arc.1599.13"	"EDI"						"lter"	"arc_im@mbl.edu"	"Kling, G. 2016. Toolik Inlet Discharge Data collected in summer 1997, Arctic LTER, Toolik Research Station, Alaska. ver 13. Environmental Data Initiative. https://doi.org/10.6073/pasta/33f027ad109d650964a0a084e5df7b11"	"https://portal.edirepository.org/nis/mapbrowse?scope=knb-lter-arc&identifier=1599&revision=13"
"knb-lter-arc.1599.13"	"EDI"						"lter"	"arc_im@mbl.edu"	"Kling, G. 2016. Toolik Inlet Discharge Data collected in summer 1997, Arctic LTER, Toolik Research Station, Alaska. ver 13. Environmental Data Initiative. https://doi.org/10.6073/pasta/33f027ad109d650964a0a084e5df7b11"	"https://portal.edirepository.org/nis/mapbrowse?scope=knb-lter-arc&identifier=1599&revision=13"
"knb-lter-arc.1600.13"	"EDI"						"lter"	"arc_im@mbl.edu"	"Kling, G. 2016. Toolik Inlet Discharge Data collected in summer 1998, Arctic LTER, Toolik Research Station, Alaska. ver 13. Environmental Data Initiative. https://doi.org/10.6073/pasta/4b78d41f1462c952140b6d2bd4c5d3e4"	"https://portal.edirepository.org/nis/mapbrowse?scope=knb-lter-arc&identifier=1600&revision=13"
"knb-lter-arc.1600.13"	"EDI"						"lter"	"arc_im@mbl.edu"	"Kling, G. 2016. Toolik Inlet Discharge Data collected in summer 1998, Arctic LTER, Toolik Research Station, Alaska. ver 13. Environmental Data Initiative. https://doi.org/10.6073/pasta/4b78d41f1462c952140b6d2bd4c5d3e4"	"https://portal.edirepository.org/nis/mapbrowse?scope=knb-lter-arc&identifier=1600&revision=13"
"knb-lter-arc.1601.13"	"EDI"						"lter"	"arc_im@mbl.edu"	"Kling, G. 2016. Toolik Inlet Discharge Data collected in summer 1999, Arctic LTER, Toolik Research Station, Alaska. ver 13. Environmental Data Initiative. https://doi.org/10.6073/pasta/37c5b37970b78525819480aa7e4db43a"	"https://portal.edirepository.org/nis/mapbrowse?scope=knb-lter-arc&identifier=1601&revision=13"
"knb-lter-arc.1601.13"	"EDI"						"lter"	"arc_im@mbl.edu"	"Kling, G. 2016. Toolik Inlet Discharge Data collected in summer 1999, Arctic LTER, Toolik Research Station, Alaska. ver 13. Environmental Data Initiative. https://doi.org/10.6073/pasta/37c5b37970b78525819480aa7e4db43a"	"https://portal.edirepository.org/nis/mapbrowse?scope=knb-lter-arc&identifier=1601&revision=13"
"knb-lter-arc.1644.9"	"EDI"						"lter"	"arc_im@mbl.edu"	"Kling, G. 2016. Toolik Inlet Discharge Data collected in summer 2005, Arctic LTER, Toolik Research Station, Alaska. ver 9. Environmental Data Initiative. https://doi.org/10.6073/pasta/9dde811179666deedd0ecf911be39f65"	"https://portal.edirepository.org/nis/mapbrowse?scope=knb-lter-arc&identifier=1644&revision=9"
"knb-lter-arc.1644.9"	"EDI"						"lter"	"arc_im@mbl.edu"	"Kling, G. 2016. Toolik Inlet Discharge Data collected in summer 2005, Arctic LTER, Toolik Research Station, Alaska. ver 9. Environmental Data Initiative. https://doi.org/10.6073/pasta/9dde811179666deedd0ecf911be39f65"	"https://portal.edirepository.org/nis/mapbrowse?scope=knb-lter-arc&identifier=1644&revision=9"
"knb-lter-arc.1645.12"	"EDI"						"lter"	"arc_im@mbl.edu"	"Kling, G. 2016. Toolik Inlet Discharge Data collected in summer 2004, Arctic LTER, Toolik Research Station, Alaska. ver 12. Environmental Data Initiative. https://doi.org/10.6073/pasta/05f608cdb85f2e558febd0fd399da5cf"	"https://portal.edirepository.org/nis/mapbrowse?scope=knb-lter-arc&identifier=1645&revision=12"
"knb-lter-arc.1645.12"	"EDI"						"lter"	"arc_im@mbl.edu"	"Kling, G. 2016. Toolik Inlet Discharge Data collected in summer 2004, Arctic LTER, Toolik Research Station, Alaska. ver 12. Environmental Data Initiative. https://doi.org/10.6073/pasta/05f608cdb85f2e558febd0fd399da5cf"	"https://portal.edirepository.org/nis/mapbrowse?scope=knb-lter-arc&identifier=1645&revision=12"
"knb-lter-arc.1646.9"	"EDI"						"lter"	"arc_im@mbl.edu"	"Kling, G. 2016. Toolik Inlet Discharge Data collected in summer 2006, Arctic LTER, Toolik Research Station, Alaska. ver 9. Environmental Data Initiative. https://doi.org/10.6073/pasta/bd8a06d5dab8691912524db28cc24bcd"	"https://portal.edirepository.org/nis/mapbrowse?scope=knb-lter-arc&identifier=1646&revision=9"
"knb-lter-arc.1646.9"	"EDI"						"lter"	"arc_im@mbl.edu"	"Kling, G. 2016. Toolik Inlet Discharge Data collected in summer 2006, Arctic LTER, Toolik Research Station, Alaska. ver 9. Environmental Data Initiative. https://doi.org/10.6073/pasta/bd8a06d5dab8691912524db28cc24bcd"	"https://portal.edirepository.org/nis/mapbrowse?scope=knb-lter-arc&identifier=1646&revision=9"
"knb-lter-arc.20103.1"	"EDI"						"lter"	"jpz@msu.edu"	"Zarnetske, J. 2020. High-frequency dissolved organic carbon and nitrate from the Kuparuk River outlet near Toolik Field Station, Alaska, summer 2017-2019 ver 1. Environmental Data Initiative. https://doi.org/10.6073/pasta/990958760c13cdd55b574c5202dc19b7"	"https://portal.edirepository.org/nis/mapbrowse?scope=knb-lter-arc&identifier=20103&revision=1"
"knb-lter-arc.20103.1"	"EDI"						"lter"	"jpz@msu.edu"	"Zarnetske, J. 2020. High-frequency dissolved organic carbon and nitrate from the Kuparuk River outlet near Toolik Field Station, Alaska, summer 2017-2019 ver 1. Environmental Data Initiative. https://doi.org/10.6073/pasta/990958760c13cdd55b574c5202dc19b7"	"https://portal.edirepository.org/nis/mapbrowse?scope=knb-lter-arc&identifier=20103&revision=1"
"knb-lter-arc.20111.2"	"EDI"						"lter"	"jpz@msu.edu"	"Zarnetske, J., W. Bowden, and B. Abbot. 2020. High-frequency dissolved organic carbon and nitrate from the Oksrukuyik Creek outlet near Toolik Field Station,Alaska, summer 2017-2019 ver 2. Environmental Data Initiative. https://doi.org/10.6073/pasta/fb47b07e505571a82db50effa8200627"	"https://portal.edirepository.org/nis/mapbrowse?scope=knb-lter-arc&identifier=20111&revision=2"
